trace_num,human_majority,human_agreement,human_Kavin,human_Fahim,human_Yurun,human_Daivik,human_Gerard,human_Gezheng,GPT (Kavin),GPT (Fahim),Llama (Kavin),Llama (Fahim),gpt_majority,llama_majority,all_llm_majority
198,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN
493,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRY,RETRIEVE_MORE,TOOL_FIX,RETRY,TOOL_FIX
457,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
47,REPLAN,0.67,TOOL_FIX,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX
525,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
624,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE
381,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
18,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,ESCALATE,REPLAN,ESCALATE,ESCALATE,REPLAN,REPLAN,ESCALATE,REPLAN,ESCALATE
383,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
168,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN
524,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
236,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
308,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
73,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,ESCALATE,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
71,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
489,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRY,RETRY,TOOL_FIX,RETRY,RETRY
139,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
235,LOCAL_REPAIR,1.0,LOCAL_REPAIR,LOCAL_REPAIR,LOCAL_REPAIR,LOCAL_REPAIR,LOCAL_REPAIR,LOCAL_REPAIR,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
291,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
166,REPLAN,0.67,LOCAL_REPAIR,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,RETRY,RETRY,REPLAN,REPLAN,RETRY,REPLAN,RETRY
186,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,TOOL_FIX,TOOL_FIX,REPLAN,TOOL_FIX,REPLAN
545,RETRY,0.5,RETRY,RETRY,REPLAN,RETRY,ESCALATE,ESCALATE,ESCALATE,ESCALATE,ESCALATE,ESCALATE,ESCALATE,ESCALATE,ESCALATE
103,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,RETRY,RETRY,REPLAN,REPLAN,RETRY,REPLAN,RETRY
323,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
46,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
336,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
138,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
282,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
64,REPLAN,0.83,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
210,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,RETRY,REPLAN,REPLAN,RETRY,REPLAN,RETRY
453,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
595,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE
398,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
40,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
326,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
260,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
394,REPLAN,0.67,REPLAN,REPLAN,REPLAN,RETRY,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE
603,RETRY,0.83,RETRY,RETRY,RETRY,RETRY,REPLAN,RETRY,REPLAN,RETRIEVE_MORE,RETRY,RETRY,REPLAN,RETRY,RETRY
305,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
406,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
411,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
81,TOOL_FIX,0.83,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
131,REPLAN,0.67,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,RETRY,RETRY,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN
405,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
444,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
66,RETRY,0.5,RETRY,REPLAN,REPLAN,REPLAN,RETRY,RETRY,RETRY,RETRY,REPLAN,REPLAN,RETRY,REPLAN,RETRY
611,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
435,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE
425,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRY,RETRY,TOOL_FIX,RETRY,RETRY
565,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
126,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
261,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
530,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
456,RETRY,0.67,RETRY,REPLAN,REPLAN,RETRY,RETRY,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
430,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
5,REPLAN,0.67,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,RETRY,REPLAN,REPLAN,RETRY,RETRY,REPLAN,RETRY,REPLAN
264,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
578,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
28,REPLAN,0.67,REPLAN,LOCAL_REPAIR,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
511,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
358,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
41,REPLAN,0.5,REPLAN,REPLAN,RETRY,RETRY,TOOL_FIX,REPLAN,RETRY,RETRY,REPLAN,REPLAN,RETRY,REPLAN,RETRY
242,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
284,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
295,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
501,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
144,REPLAN,0.83,LOCAL_REPAIR,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
266,REPLAN,0.83,LOCAL_REPAIR,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN
67,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
232,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,TOOL_FIX,REPLAN,REPLAN,RETRY,REPLAN,REPLAN
58,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX
97,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
255,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
218,LOCAL_REPAIR,0.83,LOCAL_REPAIR,LOCAL_REPAIR,LOCAL_REPAIR,LOCAL_REPAIR,RETRY,LOCAL_REPAIR,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
341,RETRY,0.83,RETRY,RETRY,REPLAN,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY
372,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
29,TOOL_FIX,0.67,TOOL_FIX,RETRY,TOOL_FIX,TOOL_FIX,TOOL_FIX,LOCAL_REPAIR,RETRY,TOOL_FIX,TOOL_FIX,REPLAN,RETRY,TOOL_FIX,TOOL_FIX
507,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
181,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX
119,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
629,RETRIEVE_MORE,0.5,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
49,TOOL_FIX,0.67,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
484,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,TOOL_FIX
585,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
576,RETRY,1.0,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY
213,LOCAL_REPAIR,0.67,LOCAL_REPAIR,LOCAL_REPAIR,RETRY,LOCAL_REPAIR,REPLAN,LOCAL_REPAIR,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
550,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
79,REPLAN,0.83,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
575,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
206,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN
179,REPLAN,0.67,REPLAN,RETRY,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
605,RETRIEVE_MORE,0.67,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,REPLAN
125,REPLAN,0.67,REPLAN,REPLAN,LOCAL_REPAIR,LOCAL_REPAIR,REPLAN,REPLAN,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX
480,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
21,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,RETRY,REPLAN,RETRY,REPLAN
24,REPLAN,0.5,REPLAN,REPLAN,RETRY,RETRY,ESCALATE,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
31,TOOL_FIX,0.83,TOOL_FIX,TOOL_FIX,TOOL_FIX,LOCAL_REPAIR,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX
174,LOCAL_REPAIR,0.67,LOCAL_REPAIR,TOOL_FIX,LOCAL_REPAIR,LOCAL_REPAIR,RETRY,LOCAL_REPAIR,RETRY,RETRY,REPLAN,REPLAN,RETRY,REPLAN,RETRY
108,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
265,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX
129,REPLAN,0.5,REPLAN,RETRY,REPLAN,RETRY,REPLAN,RETRY,RETRY,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN
51,REPLAN,0.5,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
556,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE
579,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
460,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE
248,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
304,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
386,RETRIEVE_MORE,0.5,RETRIEVE_MORE,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX
520,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
560,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE
225,LOCAL_REPAIR,0.5,LOCAL_REPAIR,REPLAN,LOCAL_REPAIR,LOCAL_REPAIR,RETRY,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
153,TOOL_FIX,0.67,TOOL_FIX,TOOL_FIX,LOCAL_REPAIR,LOCAL_REPAIR,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX
434,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
107,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
